Name,M/R,Type,Passive,Q,W,E,R,#1 player,#2 player,#3 player,#4 player,#5 player
Varus,R,Marksman/Mage,"Living Vengeance: On kill or assist, Varus temporarily gains Attack Speed. This bonus is larger if the enemy is a champion.",Piercing Arrow: Varus readies and then fires a powerful shot that gains extra range and damage the longer he spends preparing to fire.,"Blighted Quiver: Varus' basic attacks deal bonus magic damage and apply Blight. Varus' other abilities detonate Blight, dealing magic damage based on the target's maximum Health.",Hail of Arrows: Varus fires a hail of arrows that deal physical damage and desecrate the ground. Desecrated ground slows enemies' Movement Speed and reduces their healing and regeneration.,"Chain of Corruption: Varus flings out a damaging tendril of corruption that immobilizes the first enemy champion hit and then spreads towards nearby uninfected champions, immobilizing them too on contact.",	B O O S H I #STAR,달 카 #1997,GGA Harusary #쥐가 바꿈,,
Vayne,R,Marksman/Assassin,Night Hunter: Vayne ruthlessly hunts evil-doers. She gains 30 Movement Speed when moving toward nearby enemy champions.,"Tumble: Vayne tumbles, maneuvering to carefully place her next shot. Her next attack deals bonus damage.","Silver Bolts: Vayne tips her bolts with a rare metal, toxic to evil things. The third consecutive attack or ability against the same target deals a percentage of the target's maximum Health as bonus true damage. (Max: 200 damage vs. Monsters)","Condemn: Vayne draws a heavy crossbow from her back, and fires a huge bolt at her target, knocking them back and dealing damage. If they collide with terrain, they are impaled, dealing bonus damage and stunning them.","Final Hour: Readying herself for an epic confrontation, Vayne gains increased Attack Damage, invisibility during Tumble, and triple the bonus Movement Speed from Night Hunter.",TwTv LadicusVibe #Vayne,gg wtf #neeko,1v9 #palco,,
Veigar,R,Mage,Equilibrium: Veigar's Mana Regen is increased by 1.5% for each 1% of Mana missing.,Baleful Strike: Veigar unleashes a bolt of dark energy that deals magic damage to the first two enemies hit. Units killed by this bolt grant Veigar some ability power permanently.,"Dark Matter: Veigar calls a great mass of dark matter to fall from the sky to the target location, dealing magic damage when it lands.","Event Horizon: After a brief delay Veigar twists the edges of space around the target location for 3 seconds, stunning enemies who pass through the perimeter.","Primordial Burst: Blasts target enemy champion, dealing a large base amount of magic damage plus 80% of his target's ability power.
",twtv star zall #twtv,douyinXiuZhe #3344,	star zall #twtv,,
Vel'Koz,R,Mage,Organic Deconstruction: Vel'Koz's spells build Organic Deconstruction stacks on enemies. The third spell hit consumes the stacks and deals bonus true damage.,Plasma Fission: Vel'Koz shoots a bolt of plasma that splits in two on reactivation or upon hitting an enemy. The bolt slows and damages on hit.,"Void Rift: Vel'Koz opens a rift to the void that deals an initial burst of damage, then explodes for a second burst of damage after a delay.","Tectonic Disruption: Vel'Koz causes an area to explode, knocking up enemies, and knocking close enemies slightly away.",Life Form Disintegration Ray: Vel'Koz unleashes a channelled beam that follows the cursor for 2.5 seconds that deals damage and slows enemies.,	Torakle #EUW,Azzapp #31415,Skibidi Toilet #dust1,,
Vex,,,,,,,,프로게이머다 #2007,	PENGUIN L #NA1,중앙 서포터 #123,,
Vi,M,Fighter/Assassin,Blast Shield: Vi charges a shield over time. The shield can be activated by hitting an enemy with an ability.,"Vault Breaker: Vi charges her gauntlets and unleashes a vault shattering punch, carrying her forward. Enemies she hits are knocked back and receive a stack of Denting Blows.","Denting Blows: Vi's punches break her opponent's Armor, dealing bonus damage and granting her Attack Speed.","Excessive Force: Vi's next attack blasts through her target, dealing damage to enemies behind it.","Assault and Battery: Vi runs down an enemy, knocking aside anyone in the way. When she reaches her target she knocks it into the air, jumps after it, and slams it back into the ground.",	DK Sharvel #KR1,JG top boy #lync1,ismααα #EUW,,
Viego,,,,,,,,	관 모 #KR2,113 #Kuri,	electric love #永遠の,,
Viktor,R,Mage,Glorious Evolution: Viktor starts with the Prototype Hex Core that can be upgraded three times in the store to augment his abilities.,"Siphon Power: Viktor blasts an enemy unit dealing magic damage, gaining a shield and empowering his next basic attack. Augment - Viktor gains bonus Movement Speed after casting.",Gravity Field: Viktor conjures a heavy gravitational field that slows enemies in its radius. Enemies who stay within the device for too long are stunned. Augment - Enemies stunned by Gravity Field are dragged to the center.,"Death Ray: Viktor uses his robotic arm to fire a chaos beam that cuts across the field in a line, dealing damage to all enemies in its path. Augment - An explosion follows the Death Ray's wake, dealing magic damage.",Chaos Storm: Viktor conjures a singularity on the field which deals magic damage and interrupts enemy channels. The singularity then does magic damage to all nearby enemies every second. Viktor can redirect the singularity. Augment - The Chaos Storm moves faster.,	rainbow #1031,복숭아홍차 #kr11,가장 뜨거운 바다는 #아오열받아,,
Vladimir,R,Mage/Tank,Crimson Pact: Every 40 points of bonus Health gives Vladimir 1 Ability Power and every 1 point of Ability Power gives Vladimir 1.4 bonus Health (does not stack with itself).,Transfusion: Vladimir drains life from his target.,"Sanguine Pool: Vladimir sinks into a pool of blood, becoming untargetable for 2 seconds. Additionally, enemies on the pool are slowed and Vladimir siphons life from them.","Tides of Blood: Vladimir unleashes a torrent of blood, damaging surrounding enemies. Additionally, multiple Tides of Blood in a short period of time cause them to cost additional Health and deal additional damage, and increases his healing and regeneration.",Hemoplague: Vladimir infects an area with a virulent plague. Affected enemies take increased damage for the duration. Hemoplague deals additional magic damage after a few seconds to infected enemies.,DK Nevid #동두천왕,usus #0313,to a high place #KR1,	ttv Elite500 #E500,
Volibear,M,Fighter/Tank,Chosen of the Storm: Volibear heals rapidly for a few seconds when his Health drops to a critical level.,Rolling Thunder: Volibear drops to all fours and runs faster. This bonus speed increases when chasing enemy champions. The first enemy he attacks is thrown backwards over Volibear.,"Frenzy: Volibear's repeated attacks grant him additional Attack Speed. Once Volibear has repeatedly attacked three times, he can perform a vicious bite on his target which deals increased damage based on the target's missing Health.",Majestic Roar: Volibear lets out a powerful roar that damages and slows enemies. Minions and monsters are feared as well.,Thunder Claws: Volibear channels the power of the storm causing his attacks to blast his targets with lightning that bounces to other nearby enemies.,	TTV HYBRADGE #ADL,2295715 #EUWW,"
TRONÇONNEUSE1 #TUER",,
Warwick,M,Fighter/Tank,Eternal Thirst: Each of Warwick's attacks will heal him. Each successive attack against the same target will steal more and more Health.,Hungering Strike: Takes a bite out of an enemy unit and heals Warwick.,"Hunters Call: Warwick lets out a howl, increasing all nearby friendly champions' Attack Speed for a short time.","Blood Scent: Warwick passively senses weakened enemy champions around him. The scent of blood sends him into a fury, causing him to move at incredible speeds.","Infinite Duress: Warwick lunges at an enemy champion, suppressing his target and dealing magic damage for a few seconds.",칼과 창 방패 #KR1,	Flammos #FLM,	Vander #아우우우우,,
Wukong,M,Fighter/Tank,Stone Skin: Increases Wukong's Armor and Magic Resistance for each nearby enemy champion.,"Crushing Blow: Wukong's next attack deals additional physical damage, gains range, and reduces the enemy's Armor for a short duration.",Decoy: Wukong becomes invisible for 1.5 seconds. An uncontrollable decoy is left behind that will deal Magic Damage to enemies near it after 1.5 seconds.,"Nimbus Strike: Wukong dashes toward a target enemy and sends out images to attack up to 2 additional enemies near his target, dealing physical damage to each enemy struck.","Cyclone: Wukong's staff grows outward and he spins it around, dealing damage and knocking up enemies. Wukong gains Movement Speed over the duration of the spell.",gtqeti103 #KR1,KennyNg #NA1,YYX #NA1,,
Xayah,,,,,,,,LSNG #MOON,	KDavid02 #EUW,미 니 #1102,,
Xerath,R,Mage/Assassin,Mana Surge: Xerath's basic attacks periodically restore Mana.,"Arcanopulse: Fires a long-range beam of energy, dealing magic damage to all targets hit.","Eye of Destruction: Calls down a barrage of arcane energy, slowing and dealing magic damage to all enemies in an area. Targets in the middle receive additional damage and a stronger slow.",Shocking Orb: Deals magic damage to an enemy and stuns them.,Rite of the Arcane: Xerath immobilizes himself and gains three shots of a long-range attack.,	Unidentified 13 #0000,	SlyBeäuty #chkä,	Crow #crow9,,
Xin Zhao,M,Fighter/Assassin,"Challenge: Xin Zhao challenges his target with his basic attacks and Audacious Charge, reducing its Armor by 15% for 3 seconds.","Three Talon Strike: Xin Zhao's next 3 standard attacks deal increased damage that reduce his other ability cooldowns, with the third attack knocking an opponent into the air.",Battle Cry: Xin Zhao passively heals every 3 attacks and can activate this ability to attack faster.,"Audacious Charge: Xin Zhao charges an enemy, dealing damage and slowing all enemies in the area.",Crescent Sweep: Xin Zhao deals damage to nearby enemies based on their current Health and knocks non-challenged targets back. Xin Zhao gains bonus Armor and Magic Resist based on number of champions hit.,	ismααα #EUW,戒骄戒躁不破不立 #miohf,	Silva #EUW2,,
Yasuo,M,Fighter/Assassin,"Way of the Wanderer: Yasuo's Critical Strike Chance is doubled. Additionally, Yasuo builds toward a shield whenever he is moving. The shield triggers when he takes damage from a champion or monster.","Steel Tempest: A skillshot basic attack. After two successful Steel Tempests, the next fires a tornado that knocks enemies Airborne.",Wind Wall: Creates a moving wall that blocks enemy projectiles.,"Sweeping Blade: Dashes through a unit, dealing escalating Magic Damage with each cast.",Last Breath: Moves to a unit and strikes them repeatedly for heavy damage. Can only be cast on Airborne targets.,Tοαst #EUW,가로우 라타 #KR123,은가뉴 #KR1,,
Yone,,,,,,,,가로우 라타 #KR123,존 스미스 #John,	Chama #kr2,,
Yorick,M,Fighter/Mage,"Unholy Covenant: Yorick takes 5% reduced damage and his basic attacks deal 5% more damage for each summon that is active. Meanwhile, Yorick's ghouls have 35% of Yorick's Attack Damage and Health.","Omen of War: Yorick's next attack will deal bonus physical damage and summon a Spectral Ghoul that deals additional damage and moves faster than Yorick's other ghouls. While the Spectral Ghoul is alive, Yorick moves faster as well.","Omen of Pestilence: Yorick summons a Decaying Ghoul that arrives with a violent explosion, dealing damage and slowing nearby enemies. While the Decaying Ghoul remains alive, nearby enemies continue to be slowed.",Omen of Famine: Yorick steals life from his target and summons a Ravenous Ghoul that heals Yorick for the damage it deals.,"Omen of Death: Yorick conjures a revenant in the image of one of his allies. If his ally dies while its revenant is alive, the revenant sacrifices itself to reanimate them and give them time to enact vengeance.",	miki #yao,	Greed Island #2679,서수원 고반가든 #커피도둑,,
Yunara,,,,,,,,	Mαster Oogwαy #EUW,unforgiven #12321,Yeon #LCS,,
Yuumi,,,,,,,,	CatGPT #Yoomi,버 찌 #2006,EUNE Thighs #dumb,,
Zac,M,Tank/Fighter,"Cell Division: Each time he hits an enemy w/an ability, he sheds a chunk of himself that can be reabsorbed for Health. Upon taking fatal damage, Zac splits into 4 bloblets that attempt to recombine. If any remain after 8 sec, he will revive w/an amount of Health depending on the surviving bloblets.","Stretching Strike: Zac extends his arms, slowing and dealing damage to nearby enemies.","Unstable Matter: Zac's body erupts, damaging nearby enemies.","Elastic Slingshot: Zac attaches his arms to the ground and stretches back, launching himself forward.","Let's Bounce!: Zac launches into the air, gaining Movement Speed, and slams down three times, each time damaging, slowing and knocking up nearby enemies.",SYN Raydio #Ray,cant win #lol,        마 리 #골 드,,
Zed,M,Assassin/Fighter,Contempt for the Weak: Zed's basic attacks against targets below 50% Health deal 6-10% of the target's maximum Health as bonus Magic Damage. This effect can only occur once every 10 seconds on the same target.,"Razor Shuriken: Zed and his shadow both throw their spinning blades forward, dealing damage to any targets they pass through.","Living Shadow: Zed's shadow dashes forward, remaining in place for 4 seconds, and mimicking his spell casts. Zed can reactivate to swap places with the shadow. Zed's Attack Damage is passively increased.","Shadow Slash: Zed and his shadow spin their blades, creating a burst of shadow energy. The shadow's spin slows.","Death Mark: Zed leaves a shadow behind and dashes to target Champion, marking them for death. After 3 seconds, the mark will trigger, dealing a percentage of the damage Zed has dealt while the mark was active.",	alix de souza #1111,	JING4 #eill,	RobbyBob #NA1,,
Zeri,,,,,,,,존재 자체가 의문 #2001,SPEEDSOKA #SPEED,제리 왕 #KR4,,
Ziggs,R,Mage,"Short Fuse: Every 12 seconds, Ziggs' next basic attack deals bonus magic damage. This cooldown is reduced whenever Ziggs uses an ability.",Bouncing Bomb: Ziggs throws a bouncing bomb that deals magic damage.,"Satchel Charge: Ziggs flings an explosive charge that detonates after 4 seconds, or when this ability is activated again. The explosion deals magic damage to enemies, knocking them away. Ziggs is also knocked away, but takes no damage.","Hexplosive Minefield: Ziggs scatters proximity mines that detonate on enemy contact, dealing magic damage and slowing.","Mega Inferno Bomb: Ziggs deploys his ultimate creation, the Mega Inferno Bomb, hurling it an enormous distance. Enemies in the primary blast zone take more damage than those farther away.",QQ Pawelek6 #EUW,Little Bomb #HK1,	EZKING #104,,
Zilean,R,Support/Mage,"Time in a Bottle: Zilean stores time as Experience. When he has enough Experience to finish an ally's level, he can right-click them to impart it. Zilean receives as much Experience as he gives. Cannot be used in combat.","Time Bomb: Tosses a bomb to target area that sticks to units that come near it (prioritizes Champions). It detonates after 3 seconds, dealing area of effect damage. If a Time Bomb is detonated early by another Time Bomb, it also stuns enemies.","Rewind: Zilean can prepare himself for future confrontations, reducing the cooldowns of his other basic abilities.","Time Warp: Zilean bends time around any unit, decreasing an enemy's Movement Speed or increasing an ally's Movement Speed for a short time.","Chronoshift: Zilean places a protective time rune on an allied champion, teleporting the champion back in time if they take lethal damage.",	French bulldogO #KR1,	نانسي عجرم #طبطب,Opossos #侘 寂,,
Zoe,,,,,,,,	Samikin #uwu,yuros #1205,Witt #123,,
Zyra,R,Mage/Support,"Rise of the Thorns: When Zyra dies, she briefly returns to her plant form. After 2 seconds, she can press any ability to fire a thorn toward her cursor, dealing true damage to each enemy it strikes.","Deadly Bloom: Zyra grows a bud at target location. After a brief delay, it explodes, launching damaging thorns at all nearby enemies. If cast upon a seed, Deadly Bloom grows a Thorn Spitter plant, which fires at enemies from afar.","Rampant Growth: Zyra plants a seed, granting vision of an area for up to 30 seconds. Other spells cast on seeds will turn them into plants, who fight for Zyra. Additionally passively grants her Cooldown Reduction.","Grasping Roots: Zyra sends forth vines through the ground to ensnare her target, dealing damage and rooting enemies they come across. If cast upon a seed, Grasping Roots grows a Vine Lasher, whose short range attacks reduce enemy Movement Speed.","Stranglethorns: Zyra summons a twisted thicket at her target location, dealing damage to enemies as it expands and knocking them airborne as it contracts.",라쿤99 #KR1,	라 쿤 #라쿤99,	전라도 왕 #2008,,
